service_id,date,exception_type
341352,20241003,1
341510,20241003,1
340946,20241003,1
65110,20241003,1
340540,20241003,1
34010,20241003,1
341352,20241004,1
308846,20241004,1
340946,20241004,1
341510,20241004,1
336010,20241004,1
65010,20241004,1
34110,20241004,1
33610,20241004,1
340540,20241004,1
308152,20241004,1
308749,20241006,1
308055,20241006,1
308052,20241007,1
341252,20241007,1
336110,20241007,1
341046,20241007,1
308746,20241007,1
340640,20241007,1
33610,20241007,1
34010,20241007,1
65110,20241007,1
341510,20241007,1
340946,20241008,1
336010,20241008,1
340540,20241008,1
367122,20241008,1
65110,20241008,1
33610,20241008,1
308746,20241008,1
308052,20241008,1
341352,20241008,1
341610,20241008,1
34010,20241008,1
308152,20241009,1
341352,20241009,1
308846,20241009,1
340540,20241009,1
340946,20241009,1
33710,20241009,1
34010,20241009,1
65010,20241009,1
336010,20241009,1
341510,20241009,1
341352,20241010,1
308152,20241010,1
308846,20241010,1
34010,20241010,1
65110,20241010,1
33610,20241010,1
341510,20241010,1
340946,20241010,1
336010,20241010,1
340540,20241010,1
341352,20241011,1
308152,20241011,1
341510,20241011,1
34110,20241011,1
33610,20241011,1
340946,20241011,1
308846,20241011,1
65010,20241011,1
340540,20241011,1
336010,20241011,1
308749,20241013,1
308055,20241013,1
308052,20241014,1
341252,20241014,1
341510,20241014,1
34010,20241014,1
33610,20241014,1
340640,20241014,1
65110,20241014,1
336110,20241014,1
308746,20241014,1
341046,20241014,1
65110,20241015,1
34010,20241015,1
33610,20241015,1
308052,20241015,1
341352,20241015,1
341610,20241015,1
336010,20241015,1
340946,20241015,1
308746,20241015,1
340540,20241015,1
308152,20241016,1
341352,20241016,1
340540,20241016,1
341510,20241016,1
336010,20241016,1
65010,20241016,1
34010,20241016,1
33710,20241016,1
308846,20241016,1
340946,20241016,1
308152,20241017,1
341352,20241017,1
34010,20241017,1
65110,20241017,1
336010,20241017,1
341510,20241017,1
340946,20241017,1
308846,20241017,1
340540,20241017,1
33610,20241017,1
340540,20241018,1
341352,20241018,1
308152,20241018,1
308846,20241018,1
340946,20241018,1
33610,20241018,1
34110,20241018,1
65010,20241018,1
336010,20241018,1
341510,20241018,1
308749,20241020,1
308055,20241020,1
308052,20241021,1
341252,20241021,1
341046,20241021,1
341510,20241021,1
336110,20241021,1
65110,20241021,1
34010,20241021,1
33610,20241021,1
340640,20241021,1
308746,20241021,1
308746,20241022,1
340946,20241022,1
341352,20241022,1
340540,20241022,1
308052,20241022,1
33610,20241022,1
34010,20241022,1
65110,20241022,1
341610,20241022,1
336010,20241022,1
65010,20241023,1
308846,20241023,1
340946,20241023,1
336010,20241023,1
341510,20241023,1
308152,20241023,1
33710,20241023,1
34010,20241023,1
340540,20241023,1
341352,20241023,1
340946,20241024,1
308846,20241024,1
340540,20241024,1
341352,20241024,1
308152,20241024,1
34010,20241024,1
33610,20241024,1
65110,20241024,1
336010,20241024,1
341510,20241024,1
341510,20241025,1
336010,20241025,1
65010,20241025,1
34110,20241025,1
33610,20241025,1
308846,20241025,1
341352,20241025,1
340540,20241025,1
340946,20241025,1
308152,20241025,1
308749,20241027,1
308055,20241027,1
341510,20241028,1
34010,20241028,1
65110,20241028,1
336110,20241028,1
308052,20241028,1
341252,20241028,1
33610,20241028,1
308746,20241028,1
341046,20241028,1
340640,20241028,1
336010,20241029,1
65110,20241029,1
34010,20241029,1
33610,20241029,1
341352,20241029,1
308746,20241029,1
340946,20241029,1
341610,20241029,1
340540,20241029,1
308052,20241029,1
340946,20241030,1
340540,20241030,1
33710,20241030,1
308152,20241030,1
308846,20241030,1
341352,20241030,1
34010,20241030,1
336010,20241030,1
341510,20241030,1
65010,20241030,1
34010,20241031,1
33610,20241031,1
341510,20241031,1
340540,20241031,1
336010,20241031,1
65110,20241031,1
341352,20241031,1
308152,20241031,1
340946,20241031,1
308846,20241031,1
341510,20241101,1
341352,20241101,1
308152,20241101,1
34110,20241101,1
33610,20241101,1
336010,20241101,1
65010,20241101,1
340540,20241101,1
308846,20241101,1
340946,20241101,1
308749,20241103,1
308055,20241103,1
65110,20241104,1
308052,20241104,1
341252,20241104,1
341510,20241104,1
336110,20241104,1
34010,20241104,1
308746,20241104,1
341046,20241104,1
340640,20241104,1
33610,20241104,1
308746,20241105,1
340946,20241105,1
340540,20241105,1
341610,20241105,1
34010,20241105,1
65110,20241105,1
336010,20241105,1
341352,20241105,1
308052,20241105,1
366922,20241105,1
33610,20241105,1
33710,20241106,1
336010,20241106,1
65010,20241106,1
34010,20241106,1
341510,20241106,1
340946,20241106,1
308846,20241106,1
340540,20241106,1
308152,20241106,1
341352,20241106,1
340946,20241107,1
340540,20241107,1
341510,20241107,1
65110,20241107,1
34010,20241107,1
33610,20241107,1
308846,20241107,1
336010,20241107,1
341352,20241107,1
308152,20241107,1
340946,20241108,1
341352,20241108,1
33610,20241108,1
34110,20241108,1
340540,20241108,1
308846,20241108,1
65010,20241108,1
336010,20241108,1
308152,20241108,1
341510,20241108,1
308055,20241110,1
308749,20241110,1
33610,20241111,1
336110,20241111,1
341510,20241111,1
341046,20241111,1
308746,20241111,1
340640,20241111,1
341252,20241111,1
308052,20241111,1
65110,20241111,1
34010,20241111,1
366922,20241112,1
340540,20241112,1
33610,20241112,1
341610,20241112,1
336010,20241112,1
65110,20241112,1
34010,20241112,1
308052,20241112,1
341352,20241112,1
340946,20241112,1
308746,20241112,1
341510,20241113,1
340540,20241113,1
308152,20241113,1
341352,20241113,1
65010,20241113,1
34010,20241113,1
308846,20241113,1
340946,20241113,1
336010,20241113,1
33710,20241113,1
308846,20241114,1
340540,20241114,1
336010,20241114,1
341510,20241114,1
65110,20241114,1
34010,20241114,1
33610,20241114,1
341352,20241114,1
340946,20241114,1
308152,20241114,1
33610,20241115,1
340540,20241115,1
308846,20241115,1
336010,20241115,1
34110,20241115,1
340946,20241115,1
308152,20241115,1
341352,20241115,1
341510,20241115,1
65010,20241115,1
308749,20241117,1
308055,20241117,1
34010,20241118,1
308052,20241118,1
341252,20241118,1
340640,20241118,1
33610,20241118,1
341510,20241118,1
341046,20241118,1
308746,20241118,1
336110,20241118,1
65110,20241118,1
340540,20241119,1
308052,20241119,1
308746,20241119,1
341352,20241119,1
341610,20241119,1
336010,20241119,1
65110,20241119,1
34010,20241119,1
33610,20241119,1
366922,20241119,1
340946,20241119,1
308152,20241120,1
308846,20241120,1
341352,20241120,1
336010,20241120,1
340540,20241120,1
65010,20241120,1
34010,20241120,1
33710,20241120,1
341510,20241120,1
340946,20241120,1
308846,20241121,1
340946,20241121,1
340540,20241121,1
65110,20241121,1
341352,20241121,1
308152,20241121,1
33610,20241121,1
34010,20241121,1
336010,20241121,1
341510,20241121,1
336010,20241122,1
65010,20241122,1
34110,20241122,1
33610,20241122,1
308152,20241122,1
340540,20241122,1
340946,20241122,1
308846,20241122,1
341352,20241122,1
341510,20241122,1
308749,20241124,1
308055,20241124,1
33610,20241125,1
34010,20241125,1
65110,20241125,1
336110,20241125,1
341510,20241125,1
341046,20241125,1
308746,20241125,1
341252,20241125,1
308052,20241125,1
340640,20241125,1
308746,20241126,1
341352,20241126,1
308052,20241126,1
340540,20241126,1
340946,20241126,1
341610,20241126,1
65110,20241126,1
34010,20241126,1
33610,20241126,1
366922,20241126,1
336010,20241126,1
340540,20241127,1
65010,20241127,1
308152,20241127,1
341510,20241127,1
308846,20241127,1
340946,20241127,1
336010,20241127,1
34010,20241127,1
33710,20241127,1
341352,20241127,1
10,20241128,2
13,20241128,1
52,20241128,2
43,20241128,1
55,20241128,1
308155,20241128,1
40,20241128,2
31,20241128,1
46,20241128,2
49,20241128,1
69,20241128,1
28,20241128,2
22,20241128,2
26,20241128,1
16,20241128,2
308849,20241128,1
11,20241129,1
336011,20241129,1
34111,20241129,1
340540,20241129,1
341352,20241129,1
340946,20241129,1
308152,20241129,1
10,20241129,2
308846,20241129,1
308055,20241201,1
308749,20241201,1
341510,20241202,1
336110,20241202,1
65110,20241202,1
33610,20241202,1
340640,20241202,1
341252,20241202,1
341046,20241202,1
308746,20241202,1
34010,20241202,1
308052,20241202,1
308052,20241203,1
341352,20241203,1
340540,20241203,1
366922,20241203,1
308746,20241203,1
340946,20241203,1
341610,20241203,1
336010,20241203,1
65110,20241203,1
34010,20241203,1
33610,20241203,1
65010,20241204,1
341352,20241204,1
308152,20241204,1
308846,20241204,1
340946,20241204,1
34010,20241204,1
340540,20241204,1
341510,20241204,1
336010,20241204,1
33710,20241204,1
340946,20241205,1
308846,20241205,1
341510,20241205,1
336010,20241205,1
65110,20241205,1
34010,20241205,1
308152,20241205,1
341352,20241205,1
33610,20241205,1
340540,20241205,1
340540,20241206,1
308846,20241206,1
33610,20241206,1
341510,20241206,1
65010,20241206,1
336010,20241206,1
308152,20241206,1
341352,20241206,1
34110,20241206,1
340946,20241206,1
308055,20241208,1
308749,20241208,1
341252,20241209,1
340640,20241209,1
34010,20241209,1
65110,20241209,1
336110,20241209,1
341510,20241209,1
308052,20241209,1
33610,20241209,1
341046,20241209,1
308746,20241209,1
65110,20241210,1
341352,20241210,1
33610,20241210,1
34010,20241210,1
341610,20241210,1
308052,20241210,1
336010,20241210,1
366922,20241210,1
340540,20241210,1
308746,20241210,1
340946,20241210,1
336010,20241211,1
340540,20241211,1
341352,20241211,1
33710,20241211,1
34010,20241211,1
65010,20241211,1
308152,20241211,1
341510,20241211,1
308846,20241211,1
340946,20241211,1
33610,20241212,1
341352,20241212,1
34010,20241212,1
308152,20241212,1
340946,20241212,1
65110,20241212,1
341510,20241212,1
340540,20241212,1
308846,20241212,1
336010,20241212,1
33610,20241213,1
34110,20241213,1
65010,20241213,1
336010,20241213,1
341510,20241213,1
308152,20241213,1
341352,20241213,1
308846,20241213,1
340946,20241213,1
340540,20241213,1
308055,20241215,1
308749,20241215,1
341252,20241216,1
65110,20241216,1
34010,20241216,1
33610,20241216,1
340640,20241216,1
308746,20241216,1
341046,20241216,1
308052,20241216,1
336110,20241216,1
341510,20241216,1
34010,20241217,1
65110,20241217,1
340946,20241217,1
336010,20241217,1
340540,20241217,1
33610,20241217,1
341610,20241217,1
341352,20241217,1
366922,20241217,1
308052,20241217,1
308746,20241217,1
65010,20241218,1
341352,20241218,1
308152,20241218,1
340540,20241218,1
340946,20241218,1
308846,20241218,1
341510,20241218,1
33710,20241218,1
34010,20241218,1
336010,20241218,1
340946,20241219,1
308152,20241219,1
340540,20241219,1
308846,20241219,1
341352,20241219,1
33610,20241219,1
34010,20241219,1
65110,20241219,1
336010,20241219,1
341510,20241219,1
308152,20241220,1
308846,20241220,1
340946,20241220,1
34110,20241220,1
341352,20241220,1
340540,20241220,1
65010,20241220,1
336010,20241220,1
341510,20241220,1
33610,20241220,1
308155,20241222,1
308849,20241222,1
308846,20241223,1
340946,20241223,1
341352,20241223,1
308152,20241223,1
340640,20241223,1
10,20241223,2
336111,20241223,1
11,20241223,1
34011,20241223,1
10,20241224,2
340946,20241224,1
366922,20241224,1
308846,20241224,1
308152,20241224,1
34011,20241224,1
341352,20241224,1
340540,20241224,1
336011,20241224,1
11,20241224,1
308849,20241225,1
40,20241225,2
43,20241225,1
31,20241225,1
49,20241225,1
308155,20241225,1
52,20241225,2
22,20241225,2
26,20241225,1
16,20241225,2
19,20241225,1
28,20241225,2
46,20241225,2
55,20241225,1
13,20241225,1
10,20241225,2
10,20241226,2
340946,20241226,1
341352,20241226,1
308152,20241226,1
340540,20241226,1
34011,20241226,1
308846,20241226,1
336011,20241226,1
11,20241226,1
341352,20241227,1
308152,20241227,1
34111,20241227,1
10,20241227,2
340540,20241227,1
340946,20241227,1
308846,20241227,1
11,20241227,1
336011,20241227,1
308849,20241229,1
308155,20241229,1
336111,20241230,1
10,20241230,2
340946,20241230,1
308846,20241230,1
11,20241230,1
340640,20241230,1
341352,20241230,1
308152,20241230,1
34011,20241230,1
11,20241231,1
10,20241231,2
